id,Price
300000,81.935
300001,82.222
300002,81.507
300003,81.692
300004,78.544
300005,80.617
300006,81.421
300007,83.476
300008,81.754
300009,80.694
300010,80.15
300011,79.789
300012,81.147
300013,82.063
300014,81.226
300015,82.206
300016,81.754
300017,81.93
300018,82.361
300019,82.732
300020,83.518
300021,82.039
300022,79.661
300023,80.37
300024,82.384
300025,80.672
300026,81.659
300027,80.859
300028,81.098
300029,82.045
300030,83.23
300031,80.816
300032,82.161
300033,82.178
300034,79.372
300035,81.673
300036,81.76
300037,82.653
300038,81.329
300039,79.71
300040,82.44
300041,81.68
300042,82.73
300043,81.712
300044,83.897
300045,82.496
300046,81.658
300047,82.72
300048,84.53
300049,78.868
300050,80.522
300051,80.841
300052,81.354
300053,82.743
300054,82.758
300055,80.283
300056,80.456
300057,80.725
300058,83.147
300059,83.019
300060,80.977
300061,81.916
300062,79.895
300063,80.97
300064,80.628
300065,81.784
300066,83.116
300067,82.672
300068,78.704
300069,82.883
300070,80.26
300071,84.023
300072,81.493
300073,81.08
300074,83.073
300075,80.457
300076,79.009
300077,78.912
300078,83.398
300079,82.107
300080,79.101
300081,82.561
300082,80.139
300083,80.469
300084,80.155
300085,82.124
300086,79.182
300087,82.217
300088,81.055
300089,83.514
300090,81.234
300091,81.357
300092,81.618
300093,81.341
300094,80.47
300095,82.148
300096,80.791
300097,81.062
300098,83.4
300099,82.827
300100,81.844
300101,80.668
300102,82.272
300103,79.383
300104,82.665
300105,83.744
300106,81.345
300107,78.787
300108,79.733
300109,82.59
300110,81.031
300111,78.227
300112,81.392
300113,79.581
300114,82.65
300115,81.386
300116,83.154
300117,81.909
300118,81.06
300119,79.484
300120,80.163
300121,82.288
300122,82.204
300123,79.958
300124,82.474
300125,81.215
300126,80.807
300127,82.339
300128,81.746
300129,81.801
300130,81.009
300131,80.259
300132,81.6
300133,79.817
300134,82.19
300135,81.233
300136,80.911
300137,81.557
300138,80.028
300139,81.351
300140,79.832
300141,81.238
300142,82.109
300143,83.341
300144,81.184
300145,81.931
300146,81.995
300147,83.239
300148,81.283
300149,81.382
300150,82.996
300151,80.254
300152,80.068
300153,80.703
300154,80.74
300155,80.585
300156,83.461
300157,80.868
300158,83.702
300159,83.821
300160,82.506
300161,80.129
300162,81.726
300163,81.533
300164,78.966
300165,82.271
300166,83.346
300167,81.11
300168,80.889
300169,81.323
300170,80.12
300171,80.358
300172,82.295
300173,81.271
300174,81.745
300175,80.439
300176,82.902
300177,80.512
300178,82.009
300179,82.72
300180,83.887
300181,81.137
300182,79.844
300183,80.01
300184,82.998
300185,81.939
300186,82.694
300187,80.787
300188,81.097
300189,82.976
300190,80.711
300191,83.589
300192,82.34
300193,79.475
300194,81.814
300195,83.107
300196,80.663
300197,80.034
300198,79.527
300199,80.996
300200,81.156
300201,81.683
300202,80.614
300203,81.727
300204,77.818
300205,80.822
300206,79.577
300207,78.833
300208,79.284
300209,82.492
300210,79.82
300211,82.012
300212,80.61
300213,81.96
300214,82.79
300215,79.723
300216,80.94
300217,79.895
300218,81.371
300219,81.462
300220,79.115
300221,83.518
300222,82.157
300223,80.299
300224,81.903
300225,82.727
300226,83.605
300227,78.692
300228,83.452
300229,80.549
300230,81.592
300231,80.8
300232,81.958
300233,82.217
300234,82.574
300235,82.926
300236,81.065
300237,82.517
300238,82.93
300239,79.722
300240,80.968
300241,82.644
300242,82.68
300243,78.056
300244,80.294
300245,79.744
300246,79.972
300247,82.421
300248,84.24
300249,82.884
300250,79.175
300251,82.384
300252,81.923
300253,81.09
300254,83.959
300255,81.651
300256,82.929
300257,81.581
300258,80.567
300259,83.114
300260,82.753
300261,80.601
300262,84.034
300263,81.889
300264,82.997
300265,81.639
300266,81.917
300267,82.517
300268,80.915
300269,79.974
300270,82.107
300271,82.565
300272,80.215
300273,81.089
300274,82.693
300275,81.799
300276,79.947
300277,80.849
300278,81.275
300279,81.166
300280,80.131
300281,80.825
300282,81.967
300283,81.9
300284,83.535
300285,80.501
300286,84.001
300287,82.035
300288,80.218
300289,80.156
300290,83.38
300291,81.413
300292,83.126
300293,80.89
300294,81.259
300295,80.882
300296,82.08
300297,80.473
300298,78.902
300299,81.482
300300,80.89
300301,79.622
300302,79.538
300303,81.939
300304,81.759
300305,80.037
300306,81.317
300307,81.284
300308,83.928
300309,80.883
300310,82.102
300311,83.309
300312,79.483
300313,80.352
300314,79.758
300315,80.736
300316,79.559
300317,84.028
300318,80.682
300319,78.308
300320,80.994
300321,81.064
300322,81.97
300323,80.762
300324,80.14
300325,78.969
300326,83.577
300327,81.079
300328,83.052
300329,80.554
300330,83.109
300331,79.881
300332,81.083
300333,80.742
300334,81.342
300335,81.829
300336,82.23
300337,80.552
300338,82.735
300339,83.723
300340,81.48
300341,82.531
300342,83.388
300343,79.937
300344,82.017
300345,82.56
300346,82.901
300347,81.832
300348,79.924
300349,81.39
300350,81.952
300351,80.462
300352,78.867
300353,80.328
300354,81.978
300355,80.715
300356,78.844
300357,80.887
300358,80.649
300359,81.129
300360,82.217
300361,79.861
300362,79.667
300363,81.491
300364,80.385
300365,80.454
300366,79.517
300367,82.04
300368,81.697
300369,81.411
300370,81.177
300371,81.689
300372,79.432
300373,80.227
300374,78.399
300375,78.802
300376,81.197
300377,81.146
300378,80.756
300379,82.137
300380,82.682
300381,80.92
300382,81.972
300383,80.833
300384,82.367
300385,81.086
300386,80.857
300387,82.407
300388,80.817
300389,83.001
300390,81.101
300391,78.88
300392,79.628
300393,80.343
300394,81.725
300395,81.355
300396,82.371
300397,83.483
300398,83.514
300399,79.884
300400,82.298
300401,80.777
300402,81.624
300403,83.08
300404,82.56
300405,82.16
300406,82.125
300407,82.262
300408,79.577
300409,82.704
300410,80.447
300411,81.927
300412,80.432
300413,79.535
300414,84.731
300415,81.082
300416,79.566
300417,80.615
300418,81.277
300419,80.596
300420,80.845
300421,79.301
300422,81.771
300423,81.33
300424,81.693
300425,80.137
300426,83.985
300427,80.641
300428,82.385
300429,78.822
300430,80.398
300431,81.824
300432,82.763
300433,82.539
300434,80.153
300435,79.497
300436,78.956
300437,83.472
300438,82.785
300439,81.611
300440,84.083
300441,82.222
300442,81.398
300443,84.07
300444,82.175
300445,81.173
300446,82.051
300447,80.046
300448,83.519
300449,83.398
300450,81.369
300451,82.685
300452,80.596
300453,80.245
300454,82.211
300455,83.066
300456,81.621
300457,79.009
300458,83.172
300459,79.625
300460,80.798
300461,81.951
300462,82.646
300463,78.305
300464,80.941
300465,82.391
300466,81.423
300467,82.329
300468,80.454
300469,79.266
300470,82.762
300471,80.12
300472,79.909
300473,80.966
300474,79.94
300475,79.539
300476,79.863
300477,81.361
300478,80.306
300479,82.04
300480,79.623
300481,78.31
300482,80.849
300483,78.665
300484,82.151
300485,81.707
300486,81.164
300487,80.609
300488,80.314
300489,80.918
300490,80.501
300491,82.99
300492,80.374
300493,81.806
300494,81.715
300495,81.99
300496,81.791
300497,81.079
300498,79.801
300499,82.41
300500,79.896
300501,82.151
300502,80.731
300503,80.648
300504,79.371
300505,82.382
300506,83.63
300507,80.205
300508,80.406
300509,81.984
300510,81.245
300511,81.949
300512,79.381
300513,83.892
300514,82.758
300515,80.484
300516,80.751
300517,80.244
300518,80.125
300519,79.618
300520,81.894
300521,80.509
300522,81.48
300523,81.507
300524,79.638
300525,81.835
300526,82.295
300527,82.397
300528,81.39
300529,84.233
300530,82.902
300531,80.859
300532,82.039
300533,79.365
300534,80.138
300535,83.041
300536,81.963
300537,82.095
300538,78.566
300539,81.1
300540,82.805
300541,80.252
300542,82.122
300543,83.779
300544,82.016
300545,78.139
300546,80.861
300547,79.128
300548,79.907
300549,78.734
300550,82.719
300551,81.606
300552,82.351
300553,77.751
300554,82.535
300555,82.246
300556,81.1
300557,78.007
300558,80.436
300559,80.041
300560,81.039
300561,80.877
300562,80.274
300563,81.55
300564,81.195
300565,79.408
300566,82.16
300567,79.076
300568,81.263
300569,81.059
300570,79.998
300571,81.602
300572,82.247
300573,79.898
300574,83.699
300575,84.195
300576,80.681
300577,81.238
300578,83.672
300579,79.627
300580,80.018
300581,79.704
300582,84.141
300583,82.668
300584,82.353
300585,82.536
300586,82.534
300587,80.332
300588,82.004
300589,81.897
300590,83.498
300591,81.417
300592,82.028
300593,82.262
300594,81.337
300595,80.246
300596,79.028
300597,80.639
300598,82.014
300599,81.365
300600,79.66
300601,83.092
300602,80.891
300603,83.047
300604,81.61
300605,80.19
300606,80.919
300607,81.265
300608,81.461
