id,Price
300000,81.99089
300001,82.22698
300002,82.49054
300003,81.239395
300004,77.50853
300005,82.02958
300006,83.035866
300007,82.82039
300008,83.405594
300009,80.60393
300010,80.33123
300011,79.996994
300012,81.81385
300013,82.13148
300014,81.72552
300015,83.54645
300016,81.81623
300017,81.47709
300018,79.44106
300019,83.732475
300020,84.07413
300021,81.214066
300022,79.85681
300023,81.20841
300024,83.03347
300025,80.43564
300026,80.89492
300027,80.94505
300028,81.41787
300029,83.354744
300030,83.1729
300031,79.98186
300032,82.773026
300033,81.75817
300034,79.780365
300035,81.32819
300036,80.86556
300037,84.71559
300038,80.82973
300039,80.28064
300040,81.309235
300041,79.932686
300042,82.517944
300043,82.24918
300044,82.201385
300045,82.722565
300046,82.23688
300047,82.110214
300048,82.57434
300049,79.90334
300050,80.309006
300051,81.160164
300052,82.90087
300053,80.791374
300054,83.17773
300055,80.58917
300056,80.8939
300057,80.26773
300058,83.28064
300059,82.13154
300060,80.68378
300061,82.24937
300062,80.04643
300063,81.903725
300064,76.87414
300065,81.913925
300066,81.04966
300067,80.76381
300068,79.07355
300069,82.301186
300070,81.50635
300071,83.18454
300072,83.12342
300073,81.483
300074,82.40434
300075,81.24303
300076,79.79007
300077,78.52973
300078,83.49506
300079,82.69606
300080,80.78168
300081,81.743484
300082,80.20916
300083,79.84424
300084,80.77602
300085,81.83328
300086,81.31561
300087,81.95223
300088,81.12597
300089,83.315025
300090,81.53027
300091,81.48166
300092,81.24736
300093,80.36237
300094,80.53981
300095,80.480095
300096,79.82975
300097,80.35213
300098,83.655624
300099,82.48166
300100,82.25015
300101,81.70165
300102,84.43014
300103,79.78256
300104,82.72183
300105,83.485596
300106,82.82971
300107,80.284706
300108,80.74766
300109,82.42371
300110,82.9442
300111,75.05374
300112,81.50455
300113,77.434494
300114,82.04113
300115,80.99161
300116,82.53033
300117,82.140045
300118,81.4925
300119,79.69029
300120,80.76389
300121,82.46967
300122,81.21913
300123,80.0452
300124,82.48579
300125,81.73776
300126,82.56053
300127,81.224495
300128,81.09241
300129,81.989365
300130,81.733696
300131,80.22067
300132,82.13012
300133,81.11246
300134,81.76356
300135,82.403404
300136,80.87981
300137,80.751495
300138,80.415474
300139,81.431076
300140,80.87428
300141,82.66115
300142,81.01386
300143,83.65389
300144,80.06779
300145,83.36033
300146,83.36825
300147,83.59764
300148,82.32098
300149,82.48283
300150,82.99318
300151,81.06634
300152,81.608574
300153,81.19237
300154,80.284904
300155,79.73584
300156,85.365005
300157,80.20294
300158,82.53718
300159,83.795975
300160,80.780975
300161,79.38195
300162,80.559875
300163,82.18017
300164,79.04992
300165,82.017365
300166,82.20567
300167,81.22823
300168,81.8207
300169,77.034065
300170,81.16533
300171,79.761696
300172,81.95513
300173,80.966675
300174,79.46962
300175,74.974365
300176,84.698524
300177,80.62935
300178,82.34227
300179,82.60827
300180,83.377396
300181,81.62697
300182,78.86521
300183,79.96908
300184,82.87116
300185,83.40023
300186,81.62912
300187,82.029945
300188,82.248474
300189,83.169556
300190,80.63772
300191,82.43113
300192,82.73851
300193,81.83272
300194,82.66449
300195,81.88907
300196,80.959656
300197,80.28569
300198,80.079185
300199,83.45297
300200,82.25839
300201,82.25983
300202,79.38127
300203,79.19636
300204,77.906685
300205,80.42832
300206,80.63027
300207,78.27231
300208,80.378525
300209,82.89274
300210,80.13509
300211,82.27338
300212,80.87637
300213,82.04597
300214,83.242935
300215,79.633965
300216,80.37456
300217,79.4231
