id,Price
300000,81.803
300001,82.448
300002,81.388
300003,81.568
300004,78.417
300005,80.839
300006,81.297
300007,83.697
300008,81.636
300009,80.568
300010,80.018
300011,79.66
300012,81.025
300013,82.285
300014,81.448
300015,82.427
300016,81.622
300017,82.151
300018,82.238
300019,82.603
300020,83.391
300021,81.922
300022,79.883
300023,80.591
300024,82.254
300025,80.893
300026,81.535
300027,80.723
300028,80.966
300029,82.269
300030,83.451
300031,81.038
300032,82.028
300033,82.053
300034,79.592
300035,81.546
300036,81.629
300037,82.536
300038,81.199
300039,79.93
300040,82.663
300041,81.558
300042,82.611
300043,81.934
300044,83.766
300045,82.719
300046,81.536
300047,82.588
300048,84.401
300049,79.09
300050,80.403
300051,81.062
300052,81.231
300053,82.619
300054,82.985
300055,80.508
300056,80.682
300057,80.592
300058,83.028
300059,82.888
300060,81.199
300061,81.784
300062,80.117
300063,80.846
300064,80.503
300065,81.649
300066,83.336
300067,82.894
300068,78.927
300069,82.763
300070,80.482
300071,83.9
300072,81.365
300073,80.956
300074,82.947
300075,80.679
300076,79.231
300077,79.134
300078,83.266
300079,82.329
300080,78.977
300081,82.782
300082,80.358
300083,80.347
300084,80.375
300085,81.993
300086,79.057
300087,82.089
300088,80.935
300089,83.74
300090,81.102
300091,81.24
300092,81.485
300093,81.564
300094,80.346
300095,82.374
300096,80.668
300097,80.931
300098,83.268
300099,83.049
300100,82.064
300101,80.544
300102,82.143
300103,79.603
300104,82.887
300105,83.97
300106,81.569
300107,79.007
300108,79.952
300109,82.813
300110,80.908
300111,78.449
300112,81.613
300113,79.457
300114,82.872
300115,81.26
300116,83.375
300117,81.781
300118,81.282
300119,79.708
300120,80.388
300121,82.165
300122,82.071
300123,79.831
300124,82.349
300125,81.097
300126,80.684
300127,82.217
300128,81.615
300129,81.679
300130,80.883
300131,80.482
300132,81.473
300133,80.036
300134,82.071
300135,81.454
300136,81.134
300137,81.779
300138,80.25
300139,81.571
300140,80.055
300141,81.11
300142,81.99
300143,83.214
300144,81.061
300145,81.812
300146,81.876
300147,83.114
300148,81.153
300149,81.254
300150,83.218
300151,80.474
300152,79.942
300153,80.58
300154,80.607
300155,80.807
300156,83.331
300157,80.746
300158,83.569
300159,83.702
300160,82.378
300161,80.35
300162,81.948
300163,81.41
300164,78.844
300165,82.152
300166,83.228
300167,81.337
300168,80.758
300169,81.199
300170,80.345
300171,80.581
300172,82.52
300173,81.499
300174,81.617
300175,80.319
300176,82.771
300177,80.737
300178,81.879
300179,82.598
300180,84.106
300181,81.006
300182,79.712
300183,80.233
300184,82.879
300185,81.817
300186,82.562
300187,80.657
300188,81.32
300189,82.851
300190,80.578
300191,83.463
300192,82.218
300193,79.697
300194,81.686
300195,82.982
300196,80.883
300197,79.902
300198,79.394
300199,81.22
300200,81.03
300201,81.907
300202,80.84
300203,81.947
300204,78.039
300205,80.69
300206,79.797
300207,79.056
300208,79.158
300209,82.362
300210,80.044
300211,81.88
300212,80.832
300213,82.183
300214,83.014
300215,79.943
300216,80.807
300217,79.772
300218,81.59
300219,81.341
300220,78.984
300221,83.391
300222,82.023
300223,80.176
300224,81.771
300225,82.952
300226,83.484
300227,78.911
300228,83.324
300229,80.771
300230,81.816
300231,80.677
300232,81.827
300233,82.093
300234,82.45
300235,83.151
300236,80.94
300237,82.74
300238,82.807
300239,79.945
300240,81.188
300241,82.512
300242,82.903
300243,78.28
300244,80.519
300245,79.62
300246,79.849
300247,82.648
300248,84.12
300249,82.759
300250,79.044
300251,82.264
300252,81.799
300253,80.958
300254,84.181
300255,81.535
300256,83.154
300257,81.452
300258,80.436
300259,82.991
300260,82.631
300261,80.822
300262,83.904
300263,81.773
300264,83.227
300265,81.508
300266,81.797
300267,82.737
300268,80.791
300269,79.84
300270,81.979
300271,82.439
300272,80.092
300273,80.961
300274,82.567
300275,82.019
300276,79.819
300277,81.072
300278,81.155
300279,81.04
300280,80.008
300281,81.053
300282,81.843
300283,82.122
300284,83.76
300285,80.72
300286,83.871
300287,81.903
300288,80.437
300289,80.378
300290,83.603
300291,81.634
300292,83.007
300293,80.757
300294,81.134
300295,81.106
300296,81.956
300297,80.691
300298,79.124
300299,81.354
300300,80.761
300301,79.842
300302,79.407
300303,81.807
300304,81.635
300305,80.263
300306,81.187
300307,81.51
300308,84.154
300309,80.756
300310,82.322
300311,83.191
300312,79.704
300313,80.229
300314,79.633
300315,80.956
300316,79.434
300317,84.256
300318,80.905
300319,78.53
300320,81.219
300321,80.939
300322,81.851
300323,80.638
300324,80.364
300325,79.19
300326,83.454
300327,80.957
300328,83.277
300329,80.78
300330,82.983
300331,80.102
300332,80.95
300333,80.611
300334,81.218
