id,Price
300000,80.76344
300001,81.9511
300002,83.683365
300003,81.44173
300004,77.5256
300005,82.33406
300006,82.061905
300007,84.60527
300008,82.50077
300009,78.929955
300010,79.46654
300011,80.17607
300012,82.44345
300013,81.96368
300014,81.25886
300015,83.42358
300016,81.52984
300017,82.802765
300018,82.61937
300019,83.20689
300020,82.87587
300021,81.644104
300022,80.681946
300023,82.33779
300024,85.1345
300025,80.39066
300026,80.6144
300027,80.57685
300028,80.74492
300029,83.709366
300030,82.01248
300031,78.46834
300032,82.552414
300033,81.31288
300034,79.926125
300035,79.864
300036,81.00963
300037,83.64013
300038,81.83893
300039,80.34681
300040,82.12465
300041,81.545555
300042,84.53057
300043,81.7385
300044,80.86911
300045,83.391
300046,81.78709
300047,83.111984
300048,82.72017
300049,79.70593
300050,80.117355
300051,80.51344
300052,82.04853
300053,81.65699
300054,82.3206
300055,80.5333
300056,79.17845
300057,80.762215
300058,83.47499
300059,83.09382
300060,79.44905
300061,82.62228
300062,79.982506
300063,79.75619
300064,78.15444
300065,80.81748
300066,83.162315
300067,82.4945
300068,77.672516
300069,82.57122
300070,81.11711
300071,82.02574
300072,82.571434
300073,81.306786
300074,81.562004
300075,80.912285
300076,79.35847
300077,78.70173
300078,83.571754
300079,82.987076
300080,80.53793
300081,83.32402
300082,80.609665
300083,80.57858
300084,83.1822
300085,82.03203
300086,80.58746
300087,82.04199
300088,78.79152
300089,84.06893
300090,81.33885
300091,81.072464
300092,80.117645
300093,81.461006
300094,78.37898
300095,81.71444
300096,79.162575
300097,80.18008
300098,83.58419
300099,81.34901
300100,81.629265
300101,79.85882
300102,83.94968
300103,78.711334
300104,83.14956
300105,82.56109
300106,82.30488
300107,79.81022
300108,79.76601
300109,82.493835
300110,83.47989
300111,73.20181
300112,81.94093
300113,79.50981
300114,83.66524
300115,80.68188
300116,81.118515
300117,84.458176
300118,81.49339
300119,79.1896
300120,81.68017
300121,82.06445
300122,81.89391
300123,79.49069
300124,82.56857
300125,80.37141
300126,82.35979
300127,80.92572
300128,80.28769
300129,80.78367
300130,81.042854
300131,79.7679
300132,82.17247
300133,80.05194
300134,81.18848
300135,82.70414
300136,80.65452
300137,81.05177
300138,79.15935
300139,82.31046
300140,78.64561
300141,83.34035
300142,81.80042
300143,83.05463
300144,80.40892
300145,83.203026
300146,81.82008
300147,84.46626
300148,82.96355
300149,81.65627
300150,83.56937
300151,79.66441
300152,81.11704
300153,78.77119
300154,77.694244
300155,79.00443
300156,84.578964
300157,80.56518
300158,82.668144
300159,83.81561
300160,81.64318
300161,78.25807
300162,81.277145
300163,81.16762
300164,79.41075
300165,82.20254
300166,81.70188
300167,80.81616
300168,81.85302
300169,77.00436
300170,79.37353
300171,78.82233
300172,81.17329
300173,80.352776
300174,81.41145
300175,73.619064
300176,83.72518
300177,80.46485
300178,83.037544
300179,81.23453
300180,85.25083
300181,83.00218
300182,79.29817
300183,77.53926
300184,82.50653
300185,81.33047
300186,81.08269
300187,82.436966
300188,81.71529
300189,81.52616
300190,80.609085
300191,82.81984
300192,83.50627
300193,81.5664
300194,84.38335
300195,81.58617
300196,80.03598
300197,79.58366
300198,81.71699
300199,79.962135
300200,81.08555
300201,83.14969
300202,78.44931
300203,81.86904
300204,77.69082
300205,78.22532
300206,81.88665
300207,77.32898
300208,80.33613
300209,83.289444
300210,78.86277
300211,82.3943
300212,80.48932
300213,82.03382
300214,81.980835
300215,79.133705
300216,80.10485
300217,77.04467
300218,81.522644
300219,84.630135
300220,79.26633
300221,83.183174
300222,81.66284
300223,79.50228
300224,81.57274
300225,84.024376
300226,84.355415
300227,79.66998
300228,85.73439
300229,81.08043
300230,82.53728
300231,82.53764
300232,82.19683
300233,81.69395
300234,83.30334
300235,79.681114
300236,80.50635
300237,79.703705
300238,83.53915
300239,78.66782
300240,81.75323
300241,83.57926
300242,82.42712
300243,78.49012
300244,82.43659
300245,81.60816
300246,79.39537
300247,81.23432
300248,83.08988
300249,82.33226
300250,78.99992
300251,82.72233
300252,81.59484
300253,80.159805
300254,84.366035
300255,82.20303
300256,82.00836
300257,81.144905
300258,80.16162
300259,82.561554
300260,83.61915
300261,80.18438
300262,83.656975
300263,82.670334
300264,81.54533
300265,82.220665
300266,81.74642
300267,83.811424
300268,82.25617
300269,79.16958
300270,80.71587
300271,81.99359
300272,79.54417
300273,81.15271
300274,81.66795
300275,81.365074
300276,81.58447
300277,81.15166
300278,82.759254
300279,81.28732
300280,80.36742
300281,80.682236
300282,81.89565
300283,82.28702
300284,82.24194
300285,80.25968
300286,80.8157
300287,83.08002
300288,77.81966
300289,77.65816
300290,84.93058
300291,81.05761
300292,82.59669
300293,82.21837
300294,81.914665
300295,82.01822
300296,82.462654
300297,79.15
300298,77.99035
300299,82.454506
300300,81.81352
300301,81.384674
300302,77.89243
300303,81.70393
300304,81.64296
300305,79.90783
300306,80.59296
300307,81.252464
300308,80.52481
300309,81.8911
300310,81.04572
300311,81.33787
300312,77.688255
300313,80.344505
300314,80.35419
300315,80.62952
300316,80.517845
300317,82.12088
300318,77.97789
300319,77.69247
300320,79.451
300321,79.81224
300322,82.661316
300323,81.71563
300324,79.66063
300325,78.34968
300326,81.767105
300327,80.04888
300328,82.7992
300329,78.83168
300330,82.36967
300331,81.382416
300332,82.0765
300333,81.72077
300334,81.135155
300335,81.10278
300336,82.71195
300337,82.08227
300338,82.1617
300339,83.31669
300340,80.38524
300341,81.56403
300342,83.95793
300343,79.56344
300344,82.73212
300345,81.70649
300346,81.63415
300347,83.243675
300348,78.175514
300349,81.02032
300350,82.939384
300351,79.89319
300352,78.6346
300353,79.66372
300354,80.253654
300355,79.28734
300356,77.853455
300357,79.46405
300358,80.24642
300359,78.07195
300360,81.524376
300361,80.3383
300362,79.28043
300363,80.316925
300364,81.17271
300365,78.544075
300366,78.44106
300367,82.04981
300368,82.34129
300369,81.365204
300370,82.33325
300371,81.01055
300372,79.020676
300373,82.92302
300374,78.40852
300375,80.56182
300376,80.82542
300377,80.734825
300378,81.208664
300379,82.6173
300380,83.77655
300381,80.167625
300382,82.69063
300383,81.573586
300384,84.83066
300385,81.55977
300386,81.613846
300387,84.44763
300388,82.13858
300389,83.56148
300390,79.75085
300391,80.25916
300392,78.61215
300393,79.32594
300394,80.736275
300395,80.78235
300396,80.04848
300397,83.854904
300398,82.78561
300399,79.46936
300400,81.36248
300401,82.87082
300402,81.02727
300403,82.407326
300404,81.84883
300405,80.65876
300406,82.948494
300407,82.70103
300408,79.70941
300409,82.09705
300410,80.58054
300411,81.780205
300412,80.670746
300413,80.89692
300414,83.60025
300415,82.93556
300416,78.24098
300417,80.97049
300418,82.4694
300419,80.31119
300420,82.071045
300421,80.56518
300422,82.61743
300423,84.22392
300424,82.1009
300425,78.25951
300426,84.393524
300427,79.49109
300428,81.33837
300429,79.556305
300430,80.807274
300431,82.976326
300432,82.820366
300433,82.12613
300434,80.97762
300435,80.759224
300436,79.06806
300437,81.86301
300438,84.05612
300439,80.63883
300440,83.636795
300441,80.70545
300442,83.1929
300443,84.03525
300444,81.951515
300445,82.26059
300446,82.6895
300447,79.71073
300448,80.74424
300449,81.494606
300450,81.49334
300451,82.86026
300452,80.59429
300453,80.790306
300454,79.55191
300455,84.172
300456,81.61037
300457,81.24565
300458,84.787964
300459,79.83029
300460,80.17241
300461,84.06342
300462,81.988045
300463,78.65069
300464,80.768364
300465,81.02934
300466,82.4009
300467,81.86921
300468,80.11092
300469,79.39093
300470,83.37445
300471,80.57721
300472,77.52748
300473,81.03688
300474,78.90588
300475,78.03011
300476,80.69442
300477,79.89012
300478,79.28296
300479,82.11071
300480,78.88494
300481,80.5278
300482,79.21252
300483,78.86119
300484,82.81529
300485,81.65974
300486,80.76718
300487,80.6329
300488,80.826126
300489,80.73853
300490,80.5414
300491,82.207886
300492,81.60929
300493,82.83878
300494,81.48187
300495,81.3628
300496,84.48024
300497,79.926674
300498,79.83572
300499,80.459015
300500,81.024284
300501,80.109024
300502,83.34019
300503,79.00441
300504,79.40996
300505,83.597626
300506,84.85938
300507,81.364845
300508,77.337074
300509,84.18151
300510,82.72146
300511,82.46179
300512,78.892845
300513,82.56313
300514,80.39017
300515,80.8651
300516,81.8244
300517,80.10642
300518,80.60182
300519,78.80092
300520,83.01634
300521,80.59628
300522,82.26721
300523,80.80753
300524,74.32724
300525,81.503685
300526,82.81032
300527,82.921425
300528,82.42456
300529,83.3567
300530,83.238556
300531,81.38957
300532,81.392136
300533,80.255165
300534,80.94545
300535,83.50636
300536,80.23703
300537,82.435486
300538,79.46887
300539,82.18706
300540,81.7292
300541,80.1468
300542,79.66683
300543,83.55826
300544,83.4286
300545,75.325294
300546,82.743706
300547,79.22077
300548,78.55002
300549,77.08094
300550,82.43859
300551,81.64519
300552,82.39595
300553,81.14786
300554,84.82026
300555,81.3663
300556,81.290985
300557,78.62277
300558,77.797585
300559,80.27309
300560,81.858345
300561,79.98434
300562,81.793625
300563,81.60519
300564,80.15712
300565,79.19086
300566,81.31868
300567,75.806244
300568,82.48976
300569,82.86882
300570,80.588524
300571,82.630196
300572,82.42493
300573,78.73465
300574,84.78676
300575,83.647156
300576,79.38031
300577,81.310905
300578,80.48915
300579,80.15363
300580,81.65642
300581,79.01109
300582,84.140205
300583,81.8464
300584,80.92644
300585,82.85135
300586,82.98237
300587,80.7559
300588,82.05272
300589,79.84639
300590,81.610985
300591,81.63353
300592,81.71006
300593,77.43091
300594,81.42505
300595,80.275116
300596,79.39843
300597,82.16474
300598,82.395996
300599,81.39432
300600,78.91382
300601,82.52005
300602,81.09383
300603,82.675476
300604,80.50116
300605,81.224976
300606,79.92118
300607,81.72473
300608,81.68706
300609,80.07229
300610,81.1597
300611,79.220314
300612,79.69966
300613,82.629585
300614,81.401024
300615,83.3806
300616,80.834335
300617,81.86217
300618,84.22615
300619,78.87956
300620,78.39783
300621,80.63091
300622,79.865685
300623,80.49181
300624,81.90974
300625,82.560776
300626,81.516426
300627,81.773445
300628,79.05897
